(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07YWSSPP4,B07YWSGJ6X,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 King Shams(Dark Grey, King Set)",31,0.00%,35,0.00%,91.43%,1,0,3.23%,0.00%,$66.14,$0.00,1,0
B07YWSSPP4,B07YWT47D7,"KASENTEX 2 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 1 Standard Sham(Light Blue, Twin Set)",62,0.00%,81,0.00%,96.30%,1,0,1.61%,0.00%,$43.99,$0.00,1,0
B07YWSSPP4,B07YWT7N4J,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(Light Grey, Queen Set)",44,0.00%,50,0.00%,96.00%,1,0,2.27%,0.00%,$58.98,$0.00,1,0
B07YWSSPP4,B07YWT8DDG,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(Blue, Queen Set)",24,0.00%,38,0.00%,100.00%,1,0,4.17%,0.00%,$60.21,$0.00,1,0
B083HS8RJ3,B083HS8RJ3,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Orchid Pink, Full/Queen Set)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$54.99,$0.00,1,0
B099FMGSKX,B088Y734T2,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Boho-Royal Garden",450,0.02%,546,0.02%,98.35%,1,0,0.22%,0.00%,$25.99,$0.00,1,0
B099FMGSKX,B088Y9W7BQ,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two King Shams 20x36, Boho-Royal Garden",181,0.01%,215,0.01%,98.14%,1,0,0.55%,0.00%,$39.99,$0.00,1,0
B089WGJL4N,B089WGJL4N,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, Machine Washable Bedding Duvet Insert (King Set, Sea Turtle Teal/Caribbean Blue)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$69.99,$0.00,1,0
B089WH3Z9J,B089WH3Z9J,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft and Machine Washable Bedding Duvet Insert, Twin, Mimosa Yellow/Victorian Silver",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$49.99,$0.00,1,0
B0992LWXR7,B08L9MYD3M,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Queen Set)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$55.99,$0.00,1,0
B0992LWXR7,B08L9PLWH4,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Twin Set)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$45.99,$0.00,1,0
B0949Z51B8,B094B9XVG1,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Blue Set of 2",604,0.02%,694,0.02%,1.15%,1,0,0.17%,0.00%,$24.99,$0.00,1,0
B094PNT4GB,B094PNT4GB, ,407,0.01%,588,0.02%,98.13%,1,0,0.25%,0.00%,$24.99,$0.00,1,0
B094RC5Z53,B094RC5Z53, ,376,0.01%,479,0.01%,99.58%,1,0,0.27%,0.00%,$24.99,$0.00,1,0
B09MV392ZZ,B094RCYHXC,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 2",433,0.02%,521,0.02%,98.46%,1,0,0.23%,0.00%,$25.99,$0.00,1,0
B094RDWTHM,B094RDWTHM,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 2",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$24.99,$0.00,1,0
B09MV392ZZ,B094RFWNPY,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 4","1,533",0.06%,"1,940",0.06%,99.48%,1,0,0.07%,0.00%,$41.99,$0.00,1,0
B098KG1WBB,B096N4K5WM, ,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$35.99,$0.00,1,0
B098KG1WBB,B096N4ZYLF, ,0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$35.99,$0.00,1,0
B097CHNFT5,B097CHNFT5,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 6",24,0.00%,24,0.00%,100.00%,1,0,4.17%,0.00%,$55.99,$0.00,1,0
B09MV392ZZ,B097CHNFT5,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 6",520,0.02%,647,0.02%,98.76%,1,0,0.19%,0.00%,$55.99,$0.00,1,0
B09DGVST1P,B09DGVST1P,"KASENTEX 3-Piece Zig Zag Queen Quilt Bedding Set- Lightweight All Season Reversible Ultra Soft Bedspread, Blue,",48,0.00%,62,0.00%,98.39%,1,0,2.08%,0.00%,$44.99,$0.00,1,0
B09DHGQQCY,B09DHGQQCY,"KASENTEX 3-Piece Zig Zag Quilt Set - Lightweight All Season Reversible Ultra Soft Bedspread, Blue, King Size",183,0.01%,225,0.01%,96.44%,1,0,0.55%,0.00%,$49.99,$0.00,1,0
B07P8Q5S36,B077P7WSGS,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Floral Lace Design Bedspread Lightweight Comforter Coverlet Bedding w/Pillow Cover Shams, QUEEN90X88+20X26 X2, Light Blue-C",252,0.01%,338,0.01%,61.83%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L5Q1KTL,B077P82NQF,"KASENTEX Home Textile Luxurious 100% Natural Cotton Stone Washed Soft Washable Quilt Blanket Bedding Coverlet Fantastic Design w/Pillow Shams, Solid Color Set, Queen Size, Sky Blue",130,0.00%,141,0.00%,98.58%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L5Q1KTL,B077P9NGMG,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Stitched Floral Design Bedspread Lightweight Comforter Coverlet Bedding w/Pillow Cover Shams, Queen Size, Charcoal Grey",745,0.03%,916,0.03%,25.55%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B077XSRDTN,B077XSRDTN,"KASENTEX Quilt-Coverlet-Bedspread-Blanket-Set + Two Shams, Ultra Soft, Machine Washable, Lightweight, All-Season, Nostalgic Design - Solid Color",1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L754TPW,B07DQH2HT4,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Sky Blue/Indigo Light",178,0.01%,222,0.01%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L754TPW,B07DQH92HQ,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Milky Green/Sheer Pink","1,712",0.06%,"2,123",0.06%,4.24%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L754TPW,B07DQHHHPF,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Sheer Pink/Grey Mist",758,0.03%,821,0.02%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L754TPW,B07DQMJNSM,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Fairest Grey/Sky Blue","1,481",0.05%,"1,731",0.05%,1.56%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07DZVYBBW,B07DZVYBBW,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color",6,0.00%,7,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L5HFCDZ,B07FCDHHG4,"KASENTEX Stone-Washed Country-Chic 100% Cotton Polyester Fill Pillow, Traditional Floral Embroidery Patterned, 18""x18"", Chambray Blue",106,0.00%,140,0.00%,6.43%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B084R77S4V,B07FCFCH2F,"KASENTEX Stone-Washed Country-Chic 100% Cotton Polyester Fill Pillow, Traditional Floral Embroidery Patterned, 18""x18"", Clay Brown",130,0.00%,149,0.00%,99.33%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PXTXDGQ,B07GMHP8F4,"KASENTEX Quilted Fitted Pad-Mattress Protector Stretches Up to 21 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy and Ultra Soft –, King, White/ 18""-Heavy Weight",39,0.00%,55,0.00%,3.64%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07HML3748,B07HM8LPSW,"KASENTEX Deluxe Orthopedic Pet Bed Mattress for Dogs, Large 36x27x4in, Olive Green, Dog Bone Pattern Anti Skid Non-Slip Bottom Ultra Soft Breathable Cushion with Removable Zipper Cover",41,0.00%,42,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08XN2H34P,B07HPDYBGZ,"KASENTEX Quilted Fitted Mattress Pad & Protector with 18 Inches Deep Pockets, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft – (California King)",75,0.00%,79,0.00%,93.67%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PXTXDGQ,B07HPDYBGZ,"KASENTEX Quilted Fitted Mattress Pad & Protector with 18 Inches Deep Pockets, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft – (California King)",15,0.00%,26,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PXTXDGQ,B07HPFF43R,"KASENTEX Quilted Fitted Mattress Pad & Protector Full Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",27,0.00%,42,0.00%,97.62%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PXTXDGQ,B07HPFSDDL,"KASENTEX Quilted Fitted Mattress Pad & Protector Queen Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",31,0.00%,48,0.00%,93.75%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08XN2H34P,B07HPFT3P3,"KASENTEX Quilted Fitted Mattress Pad & Protector Twin XL Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",83,0.00%,89,0.00%,95.51%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PXTXDGQ,B07HPGB43G,"KASENTEX Quilted Fitted Mattress Pad & Protector Twin Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft- Breathable",38,0.00%,61,0.00%,73.77%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L5JXC4R,B07J2R5ZRC,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Fringe for Bedroom Living Room Sofa Couch Chair Beds 50x60in, Silver",442,0.02%,535,0.02%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07KX5NZ87,B07KX4M2YD,"KASENTEX Plush Fleece Thermal Blanket for Bed, Sofa or Couch Fuzzy Warm Throw with Ultimate Moisture Absorbent and Anti-Static Quality for All Season 60x80 Throw, Chocolate Brown",78,0.00%,94,0.00%,95.74%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07KX5NZ87,B07KX57449,"KASENTEX Plush Fleece Thermal Blanket for Bed, Sofa or Couch Fuzzy Warm Throw with Ultimate Moisture Absorbent and Anti-Static Quality for All Season 50x60 Throw, Warm Beige",124,0.00%,142,0.00%,92.25%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07L754TPW,B07L754TPW,KASENTEX Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color,1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07M9LLRDJ,B07M9LLRDJ,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Blue, King Size 104x90in + 2 King Shams 36x20in)",10,0.00%,10,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07M9SDZZY,B07M9SDZZY,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Shams(Multi-Print Boho Blue/Brown, King Size 104x90in + 2 Shams 36x20in)",6,0.00%,7,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X26VPWS,B07M9SK38K,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Red, Oversize Twin Set)",367,0.01%,434,0.01%,96.77%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07MD6HDCQ,B07MD6HDCQ,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Grey, King Size 104x90in + 2 King Shams 36x20in)",28,0.00%,30,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X2ZDLV9,B07MDDKDYR,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Floral Pink, Twin + 2 Shams 80x106+20x26 x2)",652,0.02%,779,0.02%,96.02%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07MGZ3V62,B07MGZ3V62,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Sham(s)(Multi-Print Boho Blue/Brown, Twin Size 90x68in + 1 Sham 26x20in)",5,0.00%,5,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09PFFGXKB,B07MGZ44MB,"KASENTEX Quilt Set Twin Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Sham(s)(Traditional Blue, Twin 90x60in + 1 Sham 26x20in)",14,0.00%,29,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07N6SKFQJ,B07MGZ44MB,"KASENTEX Quilt Set Twin Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Sham(s)(Traditional Blue, Twin 90x60in + 1 Sham 26x20in)",280,0.01%,345,0.01%,96.81%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09PFFGXKB,B07MGZ46K2,"KASENTEX Quilt Set Queen Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Shams(Traditional Blue, Queen 90x90in + 2 Shams 26x20in)",32,0.00%,41,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07ZRCPVZL,B07MKDK6LJ,"KASENTEX Quilt Set with Contemporary Grid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Silver Grey, Twin + 1 Sham)",217,0.01%,239,0.01%,78.24%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09PFFGXKB,B07MKLCH7T,"KASENTEX Quilt Set King Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Shams(Traditional Blue, King 104x90in + 2 Shams 36x20in)",40,0.00%,55,0.00%,96.36%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07MNSY6CN,B07MNSY6CN,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Shams(Multi-Print Boho Blue/Brown, Queen Size 90x90in + 2 Shams 26x20in)",4,0.00%,5,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07PVKS34P,B07PVKS34P,"KASENTEX 3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (Twin + 2 Shams, Bright Yellow)",9,0.00%,16,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X57NFZB,B07Q779ZPK,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Light Grey, Weighted Blanket 15 lb - 48x72)",85,0.00%,100,0.00%,98.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X57NFZB,B07Q8B9475,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Light Grey, Weighted Blanket 15 lb - 60x80)",27,0.00%,34,0.00%,97.06%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X57NFZB,B07Q8CF5X2,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Dark Grey, Weighted Blanket 12 lb - 48x72)",110,0.00%,141,0.00%,93.62%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07WZQ7Y8G,B07WZQ7Y8G,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Twin Set)",0,0.00%,0,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X26VPWS,B07X26VPWS,KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread,1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X1LC6MR,B07X3KVWF7,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Closure & Corner Ties Twin Duvet Cover Set with One Standard Sham, Dark Blue",12,0.00%,18,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07X8LTKTR,B07X8LTKTR,"KASENTEX Quilt-Bedding-Coverlet Sets, Pre-Washed Colorful Microfiber Fabric Design with Shams",2,0.00%,5,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XJQSD53,B07XJQSD53,KASENTEX Down Alternative Quilted Comforter Set with Sham(s) - Reversible Ultra Soft Duvet Insert Machine Washable,3,0.00%,3,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWSSPP4,B07YWSMZT2,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(Light Blue, Queen Set)",46,0.00%,57,0.00%,94.74%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWSMZT2,B07YWSMZT2,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(Light Blue, Queen Set)",31,0.00%,39,0.00%,94.87%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWSSPP4,B07YWSXQTG,"KASENTEX 2 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 1 Standard Sham(Dark Grey, Twin Set)",20,0.00%,26,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWT2JDN,B07YWT2JDN,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 King Shams(Light Grey, King Set)",56,0.00%,59,0.00%,98.31%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWT47D7,B07YWT47D7,"KASENTEX 2 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 1 Standard Sham(Light Blue, Twin Set)",70,0.00%,83,0.00%,97.59%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWT7N4J,B07YWT7N4J,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(Light Grey, Queen Set)",49,0.00%,54,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWSSPP4,B07YWTB2KB,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 Standard Shams(White, Queen Set)",31,0.00%,43,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07YWSSPP4,B07YWTBRFQ,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 King Shams(Blue, King Set)",57,0.00%,66,0.00%,93.94%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B081QQ2DLT,B081QQ2DLT,"Kasentex Set of 2 Premium White Down Fill Pillows - 100% Luxury Soft Cotton Fabric, and Oeko Certified",1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B088ZGT8GM,B088ZGT8GM,Kasentex 100% Cotton Luxury Decorative Bedspread with Multi Print Floral Patchwork Design Quilt – Soft & Oversized for Better Coverage,1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CLV5QW5,B08CLV5QW5, ,8,0.00%,9,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CM2DMWF,B08CM2DMWF, ,9,0.00%,9,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CM6Q3XX,B08CM6Q3XX, ,18,0.00%,19,0.00%,89.47%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CM81TK4,B08CM81TK4, ,9,0.00%,11,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CMBS38V,B08CMBS38V, ,4,0.00%,6,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08J5S85CT,B08J6222HT,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, Heavy/Winter, King Size",328,0.01%,358,0.01%,97.77%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08J8DN335,B08J8DN335,"KASENTEX 100% Cotton Ultra Soft European Goose Down and Feather Comforter - Quilted Bedding Comforters, All Season Duvet Insert White",1,0.00%,1,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08J8G5HGR,B08J8G5HGR,"KASENTEX Goose Down Feather Pillow for Sleeping, 100% Cotton Plush Medium Soft - Three Layer Bed Pillow with Black Silky Piping",4,0.00%,9,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08JHC8FSB,B08JHC8FSB,"KASENTEX All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert",1,0.00%,3,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0949Z51B8,B0949N26YR,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Green Set of 2",21,0.00%,40,0.00%,25.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0949Z51B8,B0949NVF1G,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Gray Set of 2",24,0.00%,36,0.00%,16.67%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0949Z51B8,B094LVQBCQ,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Gray Set of 4",27,0.00%,41,0.00%,43.90%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0949Z51B8,B094LVSMV9,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Green Set of 4",18,0.00%,27,0.00%,7.41%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0949Z51B8,B094MF3XRQ,"KASENTEX Indoor/Outdoor Yoga Meditation Square Cushion Lightweight Non-Slip Soft Mat: 16x16in, Blue Set of 4",22,0.00%,28,0.00%,10.71%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09MV392ZZ,B094RDZK5X,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 4",926,0.03%,"1,091",0.03%,98.81%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B094RDZK5X,B094RDZK5X,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 4",5,0.00%,5,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09MV392ZZ,B094RG4FXX,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 4",495,0.02%,615,0.02%,99.35%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B096N2KKPY,B096N2KKPY, ,58,0.00%,73,0.00%,91.78%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B096N4K5WM,B096N4K5WM, ,65,0.00%,102,0.00%,95.10%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B096N4ZYLF,B096N4ZYLF, ,125,0.00%,165,0.00%,95.76%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097CHSYSG,B097CHSYSG,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 6",3,0.00%,3,0.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09MV392ZZ,B097CHSYSG,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 6",161,0.01%,205,0.01%,99.02%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
