(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07L5HFCDZ,B07DQGKGJM,"KASENTEX Stone Washed Quilted Coverlet Set with Standard Shams, 100% Cotton Ultra Soft Bedspread, Traditional Country Chic Floral Embroidery Patterned, Queen + 2, Clay Brown",683,0.03%,938,0.03%,19.94%,3,0,0.44%,0.00%,$287.63,$0.00,3,0
B07L754TPW,B07DQW1LTX,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Aqua Green/Fairest Jade",870,0.03%,"1,057",0.03%,16.65%,3,0,0.34%,0.00%,$173.15,$0.00,3,0
B07YZZZWCD,B07GL6LLGM,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Star Design, King + 2 Shams, Aqua Sea Green",128,0.00%,160,0.00%,96.88%,3,0,2.34%,0.00%,$134.97,$0.00,3,0
B07YZZZWCD,B07GLL1HWH,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Design, Queen + 2 Shams, Natural Bluestone Star",208,0.01%,240,0.01%,98.33%,3,0,1.44%,0.00%,$119.97,$0.00,3,0
B0992LWXR7,B07HNKPX65,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, King, Silver Cloud/Chocolate Brown",0,0.00%,0,0.00%,0.00%,3,0,0.00%,0.00%,$129.98,$0.00,3,0
B07L5JXC4R,B07J2QJNB2,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Fringe for Bedroom Living Room Sofa Couch Chair Beds 50x60in, Pink",97,0.00%,117,0.00%,97.44%,3,0,3.09%,0.00%,$91.77,$0.00,3,0
B07L5JXC4R,B07J2RK18H,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Fringe for Bedroom Living Room Sofa Couch Chair Beds 50x60in, Blue",166,0.01%,204,0.01%,96.08%,4,0,2.41%,0.00%,$122.06,$0.00,3,0
B07HHZGH13,B07L63HW83,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Full(Purple/Green, 96x110in)",650,0.02%,816,0.02%,96.69%,2,0,0.31%,0.00%,$236.18,$0.00,3,0
B099FK99PS,B07L63KJ92,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Blue/Beige, 26x20in, 2 Pieces)",584,0.02%,703,0.02%,94.59%,4,0,0.68%,0.00%,$183.96,$0.00,3,0
B07N6SKFQJ,B07M5V8VLM,"KASENTEX Quilt Set with Stylish Small Diamond Stitch Design, Microfiber Soft and Plush Bedding with Shams(Dark Grey, Queen Size 90x90in + 2 Shams 26x20in)",160,0.01%,179,0.01%,98.32%,21,0,13.13%,0.00%,"$1,154.79",$0.00,3,0
B07N6SKFQJ,B07M9LLRDJ,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Blue, King Size 104x90in + 2 King Shams 36x20in)",368,0.01%,429,0.01%,96.97%,3,0,0.82%,0.00%,$188.52,$0.00,3,0
B07X26VPWS,B07M9SKC7T,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Green, Oversize Twin Set)","1,075",0.04%,"1,274",0.04%,95.84%,5,0,0.47%,0.00%,$353.57,$0.00,3,0
B07ZRCPVZL,B07MDDDPSW,"KASENTEX Quilt Set with Contemporary Plaid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Chambray Blue, Twin + 1 Sham)",299,0.01%,344,0.01%,86.63%,3,0,1.00%,0.00%,$157.90,$0.00,3,0
B07X26VPWS,B07MNL44TB,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Red, Oversize Queen Set)",329,0.01%,395,0.01%,97.72%,3,0,0.91%,0.00%,$241.91,$0.00,3,0
B07X1LC6MR,B07WPW7BNH,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Closure & Corner Ties King Duvet Cover Set with Two King Shams, Green",487,0.02%,586,0.02%,97.10%,3,0,0.62%,0.00%,$107.97,$0.00,3,0
B07X1LC6MR,B07WZGNBXX,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Camel",59,0.00%,74,0.00%,98.65%,3,0,5.08%,0.00%,$107.49,$0.00,3,0
B07X1LC6MR,B07X3PM2BF,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Closure & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Dark Blue",57,0.00%,95,0.00%,96.84%,3,0,5.26%,0.00%,$106.56,$0.00,3,0
B07X3Y7N3V,B07X3Y7N3V,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, King Set)",0,0.00%,0,0.00%,0.00%,3,0,0.00%,0.00%,$194.97,$0.00,3,0
B07YWSSPP4,B07YWT2JDN,"KASENTEX 3 Piece Cotton Duvet Cover Set, Solid Staple Comforter and Quilt Cover Ultra Soft with Simple Design Corner Ties with 2 King Shams(Light Grey, King Set)",66,0.00%,76,0.00%,90.79%,3,0,4.55%,0.00%,$196.92,$0.00,3,0
B094RDSQBD,B094RCYHXC,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 2",0,0.00%,0,0.00%,0.00%,3,0,0.00%,0.00%,$74.97,$0.00,3,0
B09MV392ZZ,B094RDWTHM,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 2",335,0.01%,443,0.01%,97.29%,3,3,0.90%,0.90%,$77.19,$77.19,3,3
B07P42864C,B07843MZF6,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Stitched Diamond Design Bedspread Lightweight Comforter Coverlet Bedding w/Pillow Cover Shams, Queen Size, Light Grey",286,0.01%,363,0.01%,98.90%,3,0,1.05%,0.00%,$276.83,$0.00,2,0
B07L754TPW,B07DQK8Y74,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Indigo Light/Cement Grey",355,0.01%,447,0.01%,34.00%,2,0,0.56%,0.00%,$117.27,$0.00,2,0
B07L754TPW,B07DQSX2ZM,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Sheer Pink/Grey Mist",689,0.03%,762,0.02%,13.91%,5,0,0.73%,0.00%,$249.95,$0.00,2,0
B07YZZZWCD,B07GL5K4V8,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Design, King + 2 Shams, Natural Bluestone Star",142,0.01%,160,0.00%,98.13%,2,0,1.41%,0.00%,$89.98,$0.00,2,0
B07YZZZWCD,B07GL7SBH7,"KASENTEX Quilted Coverlet Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Star Design, Queen + 2 Shams, Sand Beige",85,0.00%,98,0.00%,25.51%,2,0,2.35%,0.00%,$79.98,$0.00,2,0
B0992LWXR7,B07H3D4JSF,"KASENTEX All Season Down Alternative Quilted Comforter Set with Sham(s) -Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$111.98,$0.00,2,0
B07H3DM779,B07H3DM779,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Hypoallergenic Machine Washable, King, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$129.98,$0.00,2,0
B0992LWXR7,B07HNM1MCQ,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Silver Cloud/Chocolate Brown",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$91.98,$0.00,2,0
B08XN2H34P,B07HPFF43R,"KASENTEX Quilted Fitted Mattress Pad & Protector Full Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",58,0.00%,66,0.00%,92.42%,2,0,3.45%,0.00%,$107.49,$0.00,2,0
B08XN2H34P,B07HPGB43G,"KASENTEX Quilted Fitted Mattress Pad & Protector Twin Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft- Breathable",246,0.01%,272,0.01%,97.79%,2,0,0.81%,0.00%,$89.65,$0.00,2,0
B07HHZGH13,B07L62RGGF,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Twin(Blue/Beige, 80x110in)",250,0.01%,328,0.01%,94.82%,2,0,0.80%,0.00%,$205.66,$0.00,2,0
B07N6SKFQJ,B07M9LM4XS,"KASENTEX Quilt Set with Contemporary Diamond Patterned Design, Microfiber Soft & Warm Bedding with Shams(Brown, Queen Size 90x90in + 2 Shams 26x20in)",139,0.01%,175,0.01%,96.00%,2,0,1.44%,0.00%,$109.98,$0.00,2,0
B07N6SKFQJ,B07M9SDZZY,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Shams(Multi-Print Boho Blue/Brown, King Size 104x90in + 2 Shams 36x20in)",473,0.02%,539,0.02%,97.22%,2,1,0.42%,0.21%,$129.33,$64.34,2,1
B07X26VPWS,B07MDDL43D,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Red, Oversize King Set)",534,0.02%,652,0.02%,96.93%,2,0,0.37%,0.00%,$177.98,$0.00,2,0
B07X2ZDLV9,B07MDDLV14,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Floral Pink, Queen + 2 Shams 102x106+20x26 x2)","1,708",0.06%,"2,058",0.06%,97.76%,2,0,0.12%,0.00%,$165.58,$0.00,2,0
B07Q646L5M,B07MDXZVPB,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Flint Grey, Oversized King + 2 King Shams)",149,0.01%,168,0.00%,100.00%,2,0,1.34%,0.00%,$103.67,$0.00,2,0
B07N6SKFQJ,B07MNGRTNX,"KASENTEX Quilt Set with Stylish Small Diamond Stitch Design, Microfiber Soft and Plush Bedding with Sham(Brown, Twin Size 90x68in + 1 Sham 26x20in)",237,0.01%,299,0.01%,97.66%,2,0,0.84%,0.00%,$95.20,$0.00,2,0
B07X57NFZB,B07Q4XYQKG,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Light Grey, Weighted Blanket 12 lb - 48x72)",166,0.01%,189,0.01%,96.30%,2,0,1.20%,0.00%,$146.63,$0.00,2,0
B07X57NFZB,B07Q4YD37Z,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Light Grey, Weighted Blanket 20 lb - 60x80)",130,0.00%,151,0.00%,92.72%,2,0,1.54%,0.00%,$177.14,$0.00,2,0
B07X57NFZB,B07Q76MGVY,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Dark Grey, Weighted Blanket 20 lb - 60x80)",63,0.00%,77,0.00%,97.40%,2,0,3.17%,0.00%,$171.98,$0.00,2,0
B07X1LC6MR,B07WZGP1Y1,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Beige",538,0.02%,557,0.02%,99.28%,2,0,0.37%,0.00%,$57.98,$0.00,2,0
B0992LWXR7,B07WZQ7Y8G,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Twin Set)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$91.98,$0.00,2,0
B07X1LC6MR,B07X1LCDH9,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Light Green",29,0.00%,34,0.00%,97.06%,2,0,6.90%,0.00%,$72.74,$0.00,2,0
B07X1V173Y,B07X1V173Y,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, Twin Set)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$91.98,$0.00,2,0
B07X1LC6MR,B07X2L52P2,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Grey",226,0.01%,308,0.01%,96.75%,2,0,0.88%,0.00%,$77.02,$0.00,2,0
B07X1LC6MR,B07X3L597L,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Blue",988,0.04%,"1,064",0.03%,98.97%,2,0,0.20%,0.00%,$67.98,$0.00,2,0
B0992LWXR7,B07X522DCD,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Queen Set)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$111.98,$0.00,2,0
B07X1LC6MR,B0838S1M8H,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Pink",129,0.00%,191,0.01%,94.24%,2,0,1.55%,0.00%,$60.55,$0.00,2,0
B089WG4YM3,B089WG4YM3,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Mimosa Yellow/Victorian Silver",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$119.98,$0.00,2,0
B089WGKNKH,B089WGKNKH,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Sea Turtle Teal/Caribbean Blue",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$119.98,$0.00,2,0
B089WHYNCF,B089WHYNCF,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Moonlight Charcoal/Mist Grey",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$119.98,$0.00,2,0
B08J5S85CT,B08J5LQCLK,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, Heavy/Winter, Twin/Twin XL Size",314,0.01%,370,0.01%,67.30%,2,0,0.64%,0.00%,$239.50,$0.00,2,0
B08J5S85CT,B08J5N6JSQ,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, Heavy/Winter, Queen Size",281,0.01%,312,0.01%,96.79%,2,0,0.71%,0.00%,$281.19,$0.00,2,0
B08J8G1L11,B08J8G1L11,"KASENTEX Goose Down and Feather Pillow, Double Stitched Cotton and Microfiber for Luxury Comfort, Plush Medium Soft - Three Layer Bed Pillow with Blue Silky Piping (Standard)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$99.98,$0.00,2,0
B0992LWXR7,B08L9N9L9T,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, King Set)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$129.98,$0.00,2,0
B08L9PLWH4,B08L9PLWH4,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Twin Set)",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$91.98,$0.00,2,0
B094RDSQBD,B094RDWTHM,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 2",0,0.00%,0,0.00%,0.00%,2,0,0.00%,0.00%,$49.98,$0.00,2,0
B09MV392ZZ,B09881MG2B,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 2",133,0.00%,177,0.01%,97.74%,2,2,1.50%,1.50%,$51.72,$51.72,2,2
B077TNR2CJ,B07439R8V9,"KASENTEX KD1702 Orthopedic Seat Pad Cushion for All-Day Sitting Lumbar Coccyx Support & Comfort, Pain Relief 4"" Thick (Blue)",51,0.00%,53,0.00%,94.34%,1,0,1.96%,0.00%,$19.99,$0.00,1,0
B07L5Q1KTL,B077NZVPS4,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Stitched Floral Design Bedspread Lightweight Comforter Coverlet Bedding w/Pillow Cover Shams, Queen Size, Grey",426,0.02%,521,0.02%,50.67%,1,0,0.23%,0.00%,$99.21,$0.00,1,0
B07P8Q5S36,B077P64ZLW,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Floral Lace Design Bedspread Lightweight Comforter Coverlet Bedding w/Pillow Cover Shams, QUEEN90X88+20X26 X2, Purple-C",100,0.00%,118,0.00%,93.22%,1,0,1.00%,0.00%,$89.99,$0.00,1,0
B07L5Q1KTL,B077P9XVDN,"KASENTEX Ultra Soft Stone-Washed Quilt Set 100% Cotton Contemporary Stitched Diamond Design Bedspread Lightweight Comforter Coverlet Bedding with Pillow Cover Shams, Queen Size, Light",163,0.01%,176,0.01%,96.59%,1,0,0.61%,0.00%,$89.99,$0.00,1,0
B07L754TPW,B07DQG4Y5L,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Fairest Grey/Sky Blue","1,026",0.04%,"1,174",0.03%,10.90%,1,1,0.10%,0.10%,$49.49,$49.49,1,1
B07L754TPW,B07DQHSS6D,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, Twin + 2 Shams, Indigo Light/Cement Grey",337,0.01%,397,0.01%,15.37%,1,0,0.30%,0.00%,$48.98,$0.00,1,0
B07L5HFCDZ,B07DQJJRPR,"KASENTEX Stone Washed Quilted Coverlet Set with Standard Shams, 100% Cotton Ultra Soft Bedspread, Traditional Country Chic Floral Embroidery Patterned, Twin + 1, Chambray Blue","1,953",0.07%,"2,580",0.07%,0.39%,2,0,0.10%,0.00%,$150.90,$0.00,1,0
B07L754TPW,B07DQJXZC7,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Indigo Light/Cement Grey","1,264",0.05%,"1,502",0.04%,5.53%,1,0,0.08%,0.00%,$49.99,$0.00,1,0
B07L754TPW,B07DQK7YZS,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, Twin + 2 Shams, Sheer Pink/Grey Mist",330,0.01%,369,0.01%,38.48%,1,0,0.30%,0.00%,$48.70,$0.00,1,0
B07L754TPW,B07DQLXSZ8,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, King + 2 King Shams, Milky Green/Sheer Pink","1,804",0.07%,"2,322",0.07%,2.28%,1,0,0.06%,0.00%,$58.84,$0.00,1,0
B07L5HFCDZ,B07FCFCH2F,"KASENTEX Stone-Washed Country-Chic 100% Cotton Polyester Fill Pillow, Traditional Floral Embroidery Patterned, 18""x18"", Clay Brown",62,0.00%,85,0.00%,95.29%,2,0,3.23%,0.00%,$57.98,$0.00,1,0
B07YZZZWCD,B07GL52R3Z,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Star Design, Twin + 1 Sham, Flint Grey",43,0.00%,45,0.00%,95.56%,2,0,4.65%,0.00%,$59.98,$0.00,1,0
B0992LWXR7,B07H3B4DGM,"KASENTEX All Season Down Alternative Quilted Comforter Set with Sham(s) -Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$45.99,$0.00,1,0
B07HML3748,B07HMKQDBB,"KASENTEX Deluxe Orthopedic Pet Bed Mattress for Dogs, Large 36x27x4in, Chambray Blue, Dog Bone Pattern Anti Skid Non-Slip Bottom Ultra Soft Breathable Cushion with Removable Zipper Cover",51,0.00%,51,0.00%,0.00%,1,0,1.96%,0.00%,$49.99,$0.00,1,0
B07PXTXDGQ,B07HPFT3P3,"KASENTEX Quilted Fitted Mattress Pad & Protector Twin XL Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",41,0.00%,54,0.00%,100.00%,1,0,2.44%,0.00%,$45.35,$0.00,1,0
B07L5JXC4R,B07J2NLBM5,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Nostalgic Design for Bedroom Living Room Sofa Couch Chair Beds, 50x60in, Charcoal",80,0.00%,88,0.00%,97.73%,1,0,1.25%,0.00%,$29.99,$0.00,1,0
B07L5JXC4R,B07J2R4H8C,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Fringe for Bedroom Living Room Sofa Couch Chair Beds 50x60in, Green",82,0.00%,95,0.00%,98.95%,1,0,1.22%,0.00%,$31.64,$0.00,1,0
B07KX5NZ87,B07KX58J44,"KASENTEX Plush Fleece Thermal Blanket for Bed, Sofa or Couch Fuzzy Warm Throw with Ultimate Moisture Absorbent and Anti-Static Quality for All Season 50x60 Throw, Chocolate Brown",72,0.00%,81,0.00%,93.83%,1,0,1.39%,0.00%,$25.99,$0.00,1,0
B07Q646L5M,B07M6MP9ZZ,"Kasentex Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design (Sunshine Yellow, Queen + 2 Shams)",57,0.00%,65,0.00%,96.92%,1,0,1.75%,0.00%,$44.99,$0.00,1,0
B07N6SKFQJ,B07M9LL8HP,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Sham(Grey, Twin Size 90x68in + 1 Sham 26x20in)",142,0.01%,181,0.01%,95.58%,1,0,0.70%,0.00%,$45.99,$0.00,1,0
B07N6SKFQJ,B07MGS5YML,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Sham(Blue, Twin Size 90x68in + 1 Sham 26x20in)",84,0.00%,103,0.00%,94.17%,1,0,1.19%,0.00%,$45.99,$0.00,1,0
B07N6SKFQJ,B07MGZ3V62,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Sham(s)(Multi-Print Boho Blue/Brown, Twin Size 90x68in + 1 Sham 26x20in)",297,0.01%,346,0.01%,97.69%,5,5,1.68%,1.68%,$213.20,$213.20,1,1
B07N6SKFQJ,B07MNJS171,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Blue, Queen Size 90x90in + 2 Shams 26x20in)",82,0.00%,96,0.00%,97.92%,2,0,2.44%,0.00%,$109.98,$0.00,1,0
B07N6SKFQJ,B07MNSY6CN,"KASENTEX Luxury Quilt Set with Exquisite Printed Patchwork Pattern Design, Microfiber Soft Bedding with Shams(Multi-Print Boho Blue/Brown, Queen Size 90x90in + 2 Shams 26x20in)",342,0.01%,402,0.01%,97.26%,1,0,0.29%,0.00%,$59.99,$0.00,1,0
B07PWHFVPD,B07PWHFVPD,"3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (King + 2 King Shams, Bright Yellow)",31,0.00%,38,0.00%,100.00%,1,0,3.23%,0.00%,$63.23,$0.00,1,0
B07PXKW1FS,B07PXKW1FS,"3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (Full/Queen + 2 Shams, Bright Yellow)",22,0.00%,32,0.00%,100.00%,1,0,4.55%,0.00%,$59.57,$0.00,1,0
B07X57NFZB,B07Q9W6VZ5,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Dark Grey, Weighted Blanket 15 lb - 48x72)",60,0.00%,69,0.00%,94.20%,1,0,1.67%,0.00%,$80.74,$0.00,1,0
B07X1LC6MR,B07WZGNB2W,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Camel",3,0.00%,6,0.00%,100.00%,1,0,33.33%,0.00%,$28.99,$0.00,1,0
B07X1LC6MR,B07X3MVB6R,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Beige",6,0.00%,14,0.00%,100.00%,1,0,16.67%,0.00%,$38.80,$0.00,1,0
B0992LWXR7,B07X3Y7N3V,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, King Set)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$64.99,$0.00,1,0
B07X522DCD,B07X522DCD,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Queen Set)",0,0.00%,0,0.00%,0.00%,1,0,0.00%,0.00%,$55.99,$0.00,1,0
